"","i","train_auc","train_sen","test_auc","test_sen"
"1",1,0.857142857142857,"Sens:90.0%
Spec:78.6%
PPV:75.0%
NPV:91.7%
",0.792307692307692,"Sens:70.0%
Spec:84.6%
PPV:77.8%
NPV:78.6%
"
"2",2,0.746428571428571,"Sens:80.0%
Spec:64.3%
PPV:61.5%
NPV:81.8%
",0.892307692307692,"Sens:80.0%
Spec:100.0%
PPV:100.0%
NPV:86.7%
"
"3",3,0.767857142857143,"Sens:60.0%
Spec:85.7%
PPV:75.0%
NPV:75.0%
",0.907692307692308,"Sens:100.0%
Spec:76.9%
PPV:76.9%
NPV:100.0%
"
"4",4,0.771428571428571,"Sens:70.0%
Spec:78.6%
PPV:70.0%
NPV:78.6%
",0.823076923076923,"Sens:90.0%
Spec:76.9%
PPV:75.0%
NPV:90.9%
"
"5",5,0.864285714285714,"Sens:80.0%
Spec:85.7%
PPV:80.0%
NPV:85.7%
",0.753846153846154,"Sens:80.0%
Spec:76.9%
PPV:72.7%
NPV:83.3%
"
"6",6,0.907142857142857,"Sens:90.0%
Spec:85.7%
PPV:81.8%
NPV:92.3%
",0.711538461538462,"Sens:70.0%
Spec:76.9%
PPV:70.0%
NPV:76.9%
"
"7",7,0.882142857142857,"Sens:90.0%
Spec:78.6%
PPV:75.0%
NPV:91.7%
",0.746153846153846,"Sens:70.0%
Spec:84.6%
PPV:77.8%
NPV:78.6%
"
"8",8,0.8,"Sens:60.0%
Spec:92.9%
PPV:85.7%
NPV:76.5%
",0.823076923076923,"Sens:80.0%
Spec:92.3%
PPV:88.9%
NPV:85.7%
"
"9",9,0.871428571428571,"Sens:90.0%
Spec:85.7%
PPV:81.8%
NPV:92.3%
",0.665384615384615,"Sens:90.0%
Spec:53.8%
PPV:60.0%
NPV:87.5%
"
"10",10,0.846428571428571,"Sens:80.0%
Spec:85.7%
PPV:80.0%
NPV:85.7%
",0.784615384615385,"Sens:80.0%
Spec:76.9%
PPV:72.7%
NPV:83.3%
"
"11",11,0.735714285714286,"Sens:70.0%
Spec:71.4%
PPV:63.6%
NPV:76.9%
",0.953846153846154,"Sens:100.0%
Spec:84.6%
PPV:83.3%
NPV:100.0%
"
"12",12,0.8,"Sens:70.0%
Spec:85.7%
PPV:77.8%
NPV:80.0%
",0.842307692307692,"Sens:90.0%
Spec:76.9%
PPV:75.0%
NPV:90.9%
"
"13",13,0.771428571428571,"Sens:70.0%
Spec:78.6%
PPV:70.0%
NPV:78.6%
",0.884615384615385,"Sens:90.0%
Spec:92.3%
PPV:90.0%
NPV:92.3%
"
"14",14,0.903571428571429,"Sens:90.0%
Spec:92.9%
PPV:90.0%
NPV:92.9%
",0.769230769230769,"Sens:70.0%
Spec:84.6%
PPV:77.8%
NPV:78.6%
"
"15",15,0.846428571428572,"Sens:80.0%
Spec:92.9%
PPV:88.9%
NPV:86.7%
",0.8,"Sens:70.0%
Spec:92.3%
PPV:87.5%
NPV:80.0%
"
"16",16,0.835714285714286,"Sens:90.0%
Spec:78.6%
PPV:75.0%
NPV:91.7%
",0.761538461538462,"Sens:70.0%
Spec:92.3%
PPV:87.5%
NPV:80.0%
"
"17",17,0.828571428571429,"Sens:80.0%
Spec:85.7%
PPV:80.0%
NPV:85.7%
",0.776923076923077,"Sens:80.0%
Spec:76.9%
PPV:72.7%
NPV:83.3%
"
"18",18,0.792857142857143,"Sens:80.0%
Spec:78.6%
PPV:72.7%
NPV:84.6%
",0.807692307692308,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"19",19,0.839285714285714,"Sens:80.0%
Spec:78.6%
PPV:72.7%
NPV:84.6%
",0.807692307692308,"Sens:90.0%
Spec:76.9%
PPV:75.0%
NPV:90.9%
"
"20",20,0.885714285714286,"Sens:90.0%
Spec:85.7%
PPV:81.8%
NPV:92.3%
",0.723076923076923,"Sens:70.0%
Spec:76.9%
PPV:70.0%
NPV:76.9%
"
"21",21,0.857142857142857,"Sens:80.0%
Spec:92.9%
PPV:88.9%
NPV:86.7%
",0.784615384615385,"Sens:80.0%
Spec:76.9%
PPV:72.7%
NPV:83.3%
"
"22",22,0.65,"Sens:60.0%
Spec:78.6%
PPV:66.7%
NPV:73.3%
",0.946153846153846,"Sens:100.0%
Spec:84.6%
PPV:83.3%
NPV:100.0%
"
"23",23,0.828571428571429,"Sens:80.0%
Spec:78.6%
PPV:72.7%
NPV:84.6%
",0.8,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"24",24,0.985714285714286,"Sens:100.0%
Spec:92.9%
PPV:90.9%
NPV:100.0%
",0.576923076923077,"Sens:60.0%
Spec:69.2%
PPV:60.0%
NPV:69.2%
"
"25",25,0.842857142857143,"Sens:90.0%
Spec:85.7%
PPV:81.8%
NPV:92.3%
",0.776923076923077,"Sens:70.0%
Spec:100.0%
PPV:100.0%
NPV:81.2%
"
"26",26,0.778571428571429,"Sens:70.0%
Spec:85.7%
PPV:77.8%
NPV:80.0%
",0.846153846153846,"Sens:80.0%
Spec:92.3%
PPV:88.9%
NPV:85.7%
"
"27",27,0.839285714285714,"Sens:80.0%
Spec:85.7%
PPV:80.0%
NPV:85.7%
",0.792307692307692,"Sens:80.0%
Spec:76.9%
PPV:72.7%
NPV:83.3%
"
"28",28,0.9,"Sens:90.0%
Spec:92.9%
PPV:90.0%
NPV:92.9%
",0.723076923076923,"Sens:70.0%
Spec:69.2%
PPV:63.6%
NPV:75.0%
"
"29",29,0.821428571428571,"Sens:70.0%
Spec:100.0%
PPV:100.0%
NPV:82.4%
",0.788461538461539,"Sens:90.0%
Spec:76.9%
PPV:75.0%
NPV:90.9%
"
"30",30,0.832142857142857,"Sens:80.0%
Spec:85.7%
PPV:80.0%
NPV:85.7%
",0.776923076923077,"Sens:80.0%
Spec:76.9%
PPV:72.7%
NPV:83.3%
"
"31",31,0.821428571428572,"Sens:80.0%
Spec:100.0%
PPV:100.0%
NPV:87.5%
",0.823076923076923,"Sens:80.0%
Spec:69.2%
PPV:66.7%
NPV:81.8%
"
"32",32,0.971428571428571,"Sens:100.0%
Spec:92.9%
PPV:90.9%
NPV:100.0%
",0.715384615384615,"Sens:60.0%
Spec:84.6%
PPV:75.0%
NPV:73.3%
"
"33",33,0.807142857142857,"Sens:70.0%
Spec:85.7%
PPV:77.8%
NPV:80.0%
",0.85,"Sens:80.0%
Spec:100.0%
PPV:100.0%
NPV:86.7%
"
"34",34,0.9,"Sens:100.0%
Spec:71.4%
PPV:71.4%
NPV:100.0%
",0.730769230769231,"Sens:60.0%
Spec:92.3%
PPV:85.7%
NPV:75.0%
"
"35",35,0.792857142857143,"Sens:80.0%
Spec:78.6%
PPV:72.7%
NPV:84.6%
",0.819230769230769,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"36",36,0.75,"Sens:70.0%
Spec:78.6%
PPV:70.0%
NPV:78.6%
",0.853846153846154,"Sens:90.0%
Spec:84.6%
PPV:81.8%
NPV:91.7%
"
"37",37,0.896428571428571,"Sens:70.0%
Spec:100.0%
PPV:100.0%
NPV:82.4%
",0.623076923076923,"Sens:50.0%
Spec:84.6%
PPV:71.4%
NPV:68.8%
"
"38",38,0.871428571428571,"Sens:90.0%
Spec:78.6%
PPV:75.0%
NPV:91.7%
",0.534615384615385,"Sens:30.0%
Spec:100.0%
PPV:100.0%
NPV:65.0%
"
"39",39,0.871428571428571,"Sens:80.0%
Spec:92.9%
PPV:88.9%
NPV:86.7%
",0.723076923076923,"Sens:80.0%
Spec:69.2%
PPV:66.7%
NPV:81.8%
"
"40",40,0.810714285714286,"Sens:70.0%
Spec:92.9%
PPV:87.5%
NPV:81.2%
",0.761538461538461,"Sens:90.0%
Spec:69.2%
PPV:69.2%
NPV:90.0%
"
"41",41,0.907142857142857,"Sens:80.0%
Spec:100.0%
PPV:100.0%
NPV:87.5%
",0.684615384615385,"Sens:80.0%
Spec:69.2%
PPV:66.7%
NPV:81.8%
"
"42",42,0.835714285714286,"Sens:80.0%
Spec:85.7%
PPV:80.0%
NPV:85.7%
",0.826923076923077,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"43",43,0.871428571428571,"Sens:80.0%
Spec:92.9%
PPV:88.9%
NPV:86.7%
",0.761538461538462,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"44",44,0.9,"Sens:80.0%
Spec:100.0%
PPV:100.0%
NPV:87.5%
",0.826923076923077,"Sens:80.0%
Spec:92.3%
PPV:88.9%
NPV:85.7%
"
"45",45,0.864285714285714,"Sens:90.0%
Spec:78.6%
PPV:75.0%
NPV:91.7%
",0.730769230769231,"Sens:90.0%
Spec:61.5%
PPV:64.3%
NPV:88.9%
"
"46",46,0.810714285714286,"Sens:90.0%
Spec:71.4%
PPV:69.2%
NPV:90.9%
",0.823076923076923,"Sens:70.0%
Spec:92.3%
PPV:87.5%
NPV:80.0%
"
"47",47,0.789285714285714,"Sens:80.0%
Spec:78.6%
PPV:72.7%
NPV:84.6%
",0.815384615384615,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"48",48,0.657142857142857,"Sens:60.0%
Spec:71.4%
PPV:60.0%
NPV:71.4%
",0.976923076923077,"Sens:100.0%
Spec:92.3%
PPV:90.9%
NPV:100.0%
"
"49",49,0.832142857142857,"Sens:70.0%
Spec:92.9%
PPV:87.5%
NPV:81.2%
",0.815384615384615,"Sens:90.0%
Spec:69.2%
PPV:69.2%
NPV:90.0%
"
"50",50,0.935714285714286,"Sens:90.0%
Spec:92.9%
PPV:90.0%
NPV:92.9%
",0.661538461538462,"Sens:70.0%
Spec:69.2%
PPV:63.6%
NPV:75.0%
"
"51",51,0.842857142857143,"Sens:60.0%
Spec:100.0%
PPV:100.0%
NPV:77.8%
",0.784615384615385,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"52",52,0.85,"Sens:80.0%
Spec:85.7%
PPV:80.0%
NPV:85.7%
",0.761538461538462,"Sens:80.0%
Spec:76.9%
PPV:72.7%
NPV:83.3%
"
"53",53,0.746428571428571,"Sens:60.0%
Spec:92.9%
PPV:85.7%
NPV:76.5%
",0.807692307692308,"Sens:100.0%
Spec:61.5%
PPV:66.7%
NPV:100.0%
"
